Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Precip (mm)
2013,10,18,NaN,NaN,NaN,NaN
2013,10,19,NaN,NaN,NaN,NaN
2013,10,20,NaN,NaN,NaN,NaN
2013,10,21,NaN,NaN,NaN,NaN
2013,10,22,NaN,NaN,NaN,NaN
2013,10,23,NaN,NaN,NaN,NaN
2013,10,24,NaN,NaN,NaN,NaN
2013,10,25,NaN,NaN,NaN,NaN
2013,10,26,NaN,NaN,NaN,NaN
2013,10,27,NaN,NaN,NaN,NaN
2013,10,28,NaN,NaN,NaN,NaN
2013,10,29,NaN,NaN,NaN,NaN
2013,10,30,NaN,NaN,NaN,NaN
2013,10,31,NaN,NaN,NaN,NaN
2013,11,1,NaN,NaN,NaN,NaN
2013,11,2,NaN,NaN,NaN,NaN
2013,11,3,NaN,NaN,NaN,NaN
2013,11,4,NaN,NaN,NaN,NaN
2013,11,5,NaN,NaN,NaN,NaN
2013,11,6,NaN,NaN,NaN,NaN
2013,11,7,NaN,NaN,NaN,NaN
2013,11,8,NaN,NaN,NaN,NaN
2013,11,9,NaN,NaN,NaN,NaN
2013,11,10,NaN,NaN,NaN,NaN
2013,11,11,NaN,NaN,NaN,NaN
2013,11,12,NaN,NaN,NaN,NaN
2013,11,13,NaN,NaN,NaN,NaN
2013,11,14,NaN,NaN,NaN,NaN
2013,11,15,NaN,NaN,NaN,NaN
2013,11,16,NaN,NaN,NaN,NaN
2013,11,17,NaN,NaN,NaN,NaN
2013,11,18,NaN,NaN,NaN,NaN
2013,11,19,NaN,NaN,NaN,NaN
2013,11,20,NaN,NaN,NaN,NaN
2013,11,21,NaN,NaN,NaN,NaN
2013,11,22,NaN,NaN,NaN,NaN
2013,11,23,NaN,NaN,NaN,NaN
2013,11,24,NaN,NaN,NaN,NaN
2013,11,25,NaN,NaN,NaN,NaN
2013,11,26,NaN,NaN,NaN,NaN
2013,11,27,NaN,NaN,NaN,NaN
2013,11,28,NaN,NaN,NaN,NaN
2013,11,29,NaN,NaN,NaN,NaN
2013,11,30,NaN,NaN,NaN,NaN
2013,12,1,NaN,NaN,NaN,NaN
2013,12,2,NaN,NaN,NaN,NaN
2013,12,3,NaN,NaN,NaN,NaN
2013,12,4,NaN,NaN,NaN,NaN
2013,12,5,NaN,NaN,NaN,NaN
2013,12,6,NaN,NaN,NaN,NaN
2013,12,7,NaN,NaN,NaN,NaN
2013,12,8,NaN,NaN,NaN,NaN
2013,12,9,NaN,NaN,NaN,NaN
2013,12,10,NaN,NaN,NaN,NaN
2013,12,11,NaN,NaN,NaN,NaN
2013,12,12,NaN,NaN,NaN,NaN
2013,12,13,NaN,NaN,NaN,NaN
2013,12,14,NaN,NaN,NaN,NaN
2013,12,15,NaN,NaN,NaN,NaN
2013,12,16,NaN,NaN,NaN,NaN
2013,12,17,NaN,NaN,NaN,NaN
2013,12,18,NaN,NaN,NaN,NaN
2013,12,19,NaN,NaN,NaN,NaN
2013,12,20,NaN,NaN,NaN,NaN
2013,12,21,NaN,NaN,NaN,NaN
2013,12,22,NaN,NaN,NaN,NaN
2013,12,23,NaN,NaN,NaN,NaN
2013,12,24,NaN,NaN,NaN,NaN
2013,12,25,NaN,NaN,NaN,NaN
2013,12,26,NaN,NaN,NaN,NaN
2013,12,27,NaN,NaN,NaN,NaN
2013,12,28,NaN,NaN,NaN,NaN
2013,12,29,NaN,NaN,NaN,NaN
2013,12,30,NaN,NaN,NaN,NaN
2013,12,31,NaN,NaN,NaN,NaN
2013,1,1,NaN,NaN,NaN,NaN
2013,1,2,NaN,NaN,NaN,NaN
2013,1,3,-10.5,-20,-15.3,0
2013,1,4,NaN,NaN,NaN,NaN
2013,1,5,NaN,NaN,NaN,NaN
2013,1,6,NaN,NaN,NaN,NaN
2013,1,7,NaN,NaN,NaN,NaN
2013,1,8,-21,-23.3,-22.2,1.2
2013,1,9,-22.5,-26.5,-24.5,0
2013,1,10,-30.2,-35.9,-33.1,0
2013,1,11,NaN,NaN,NaN,NaN
2013,1,12,NaN,NaN,NaN,NaN
2013,1,13,NaN,NaN,NaN,NaN
2013,1,14,NaN,NaN,NaN,NaN
2013,1,15,-16.6,-20.2,-18.4,3
2013,1,16,-17.9,-20.6,-19.3,0.2
2013,1,17,-23.2,-30.6,-26.9,1
2013,1,18,NaN,NaN,NaN,NaN
2013,1,19,NaN,NaN,NaN,NaN
2013,1,20,NaN,NaN,NaN,NaN
2013,1,21,NaN,NaN,NaN,NaN
2013,1,22,-22.4,-30,-26.2,0
2013,1,23,-21.2,-31.6,-26.4,1
2013,1,24,-27.1,-28.5,-27.8,1.2
2013,1,25,NaN,NaN,NaN,NaN
2013,1,26,NaN,NaN,NaN,NaN
2013,1,27,NaN,NaN,NaN,NaN
2013,1,28,NaN,NaN,NaN,NaN
2013,1,29,NaN,NaN,NaN,0
2013,1,30,-30.1,-44.6,-37.4,0
2013,1,31,-23.1,-35.1,-29.1,0.8
2013,2,1,NaN,NaN,NaN,NaN
2013,2,2,NaN,NaN,NaN,NaN
2013,2,3,NaN,NaN,NaN,NaN
2013,2,4,NaN,NaN,NaN,NaN
2013,2,5,NaN,NaN,NaN,NaN
2013,2,6,NaN,NaN,NaN,NaN
2013,2,7,NaN,NaN,NaN,NaN
2013,2,8,NaN,NaN,NaN,NaN
2013,2,9,NaN,NaN,NaN,NaN
2013,2,10,NaN,NaN,NaN,NaN
2013,2,11,NaN,NaN,NaN,NaN
2013,2,12,NaN,NaN,NaN,NaN
2013,2,13,NaN,NaN,NaN,NaN
2013,2,14,NaN,NaN,NaN,NaN
2013,2,15,NaN,NaN,NaN,NaN
2013,2,16,NaN,NaN,NaN,NaN
2013,2,17,NaN,NaN,NaN,NaN
2013,2,18,NaN,NaN,NaN,NaN
2013,2,19,NaN,NaN,NaN,NaN
2013,2,20,NaN,NaN,NaN,NaN
2013,2,21,NaN,NaN,NaN,NaN
2013,2,22,NaN,NaN,NaN,NaN
2013,2,23,NaN,NaN,NaN,NaN
2013,2,24,NaN,NaN,NaN,NaN
2013,2,25,NaN,NaN,NaN,NaN
2013,2,26,NaN,NaN,NaN,NaN
2013,2,27,NaN,NaN,NaN,NaN
2013,2,28,NaN,NaN,NaN,NaN
2013,3,1,NaN,NaN,NaN,NaN
2013,3,2,NaN,NaN,NaN,NaN
2013,3,3,NaN,NaN,NaN,NaN
2013,3,4,NaN,NaN,NaN,NaN
2013,3,5,NaN,NaN,NaN,NaN
2013,3,6,NaN,NaN,NaN,NaN
2013,3,7,NaN,NaN,NaN,NaN
2013,3,8,NaN,NaN,NaN,NaN
2013,3,9,NaN,NaN,NaN,NaN
2013,3,10,NaN,NaN,NaN,NaN
2013,3,11,NaN,NaN,NaN,NaN
2013,3,12,NaN,NaN,NaN,NaN
2013,3,13,NaN,NaN,NaN,NaN
2013,3,14,NaN,NaN,NaN,NaN
2013,3,15,NaN,NaN,NaN,NaN
2013,3,16,NaN,NaN,NaN,NaN
2013,3,17,NaN,NaN,NaN,NaN
2013,3,18,NaN,NaN,NaN,NaN
2013,3,19,NaN,NaN,NaN,NaN
2013,3,20,NaN,NaN,NaN,NaN
2013,3,21,NaN,NaN,NaN,NaN
2013,3,22,NaN,NaN,NaN,NaN
2013,3,23,NaN,NaN,NaN,NaN
2013,3,24,NaN,NaN,NaN,NaN
2013,3,25,NaN,NaN,NaN,NaN
2013,3,26,NaN,NaN,NaN,NaN
2013,3,27,NaN,NaN,NaN,NaN
2013,3,28,NaN,NaN,NaN,NaN
2013,3,29,NaN,NaN,NaN,NaN
2013,3,30,NaN,NaN,NaN,NaN
2013,3,31,NaN,NaN,NaN,NaN
2013,4,1,NaN,NaN,NaN,NaN
2013,4,2,NaN,NaN,NaN,NaN
2013,4,3,NaN,NaN,NaN,NaN
2013,4,4,NaN,NaN,NaN,NaN
2013,4,5,NaN,NaN,NaN,NaN
2013,4,6,NaN,NaN,NaN,NaN
2013,4,7,NaN,NaN,NaN,NaN
2013,4,8,NaN,NaN,NaN,NaN
2013,4,9,NaN,NaN,NaN,NaN
2013,4,10,NaN,NaN,NaN,NaN
2013,4,11,NaN,NaN,NaN,NaN
2013,4,12,NaN,NaN,NaN,NaN
2013,4,13,NaN,NaN,NaN,NaN
2013,4,14,NaN,NaN,NaN,NaN
2013,4,15,NaN,NaN,NaN,NaN
2013,4,16,NaN,NaN,NaN,NaN
2013,4,17,NaN,NaN,NaN,NaN
2013,4,18,NaN,NaN,NaN,NaN
2013,4,19,NaN,NaN,NaN,NaN
2013,4,20,NaN,NaN,NaN,NaN
2013,4,21,NaN,NaN,NaN,NaN
2013,4,22,NaN,NaN,NaN,NaN
2013,4,23,NaN,NaN,NaN,NaN
2013,4,24,NaN,NaN,NaN,NaN
2013,4,25,NaN,NaN,NaN,NaN
2013,4,26,NaN,NaN,NaN,NaN
2013,4,27,NaN,NaN,NaN,NaN
2013,4,28,NaN,NaN,NaN,NaN
2013,4,29,NaN,NaN,NaN,NaN
2013,4,30,NaN,NaN,NaN,NaN
2013,5,1,NaN,NaN,NaN,NaN
2013,5,2,NaN,NaN,NaN,NaN
2013,5,3,NaN,NaN,NaN,NaN
2013,5,4,NaN,NaN,NaN,NaN
2013,5,5,NaN,NaN,NaN,NaN
2013,5,6,NaN,NaN,NaN,NaN
2013,5,7,NaN,NaN,NaN,NaN
2013,5,8,NaN,NaN,NaN,NaN
2013,5,9,NaN,NaN,NaN,NaN
2013,5,10,NaN,NaN,NaN,NaN
2013,5,11,NaN,NaN,NaN,NaN
2013,5,12,NaN,NaN,NaN,NaN
2013,5,13,NaN,NaN,NaN,NaN
2013,5,14,NaN,NaN,NaN,NaN
2013,5,15,NaN,NaN,NaN,NaN
2013,5,16,NaN,NaN,NaN,NaN
2013,5,17,NaN,NaN,NaN,NaN
2013,5,18,NaN,NaN,NaN,NaN
2013,5,19,NaN,NaN,NaN,NaN
2013,5,20,NaN,NaN,NaN,NaN
2013,5,21,NaN,NaN,NaN,NaN
2013,5,22,NaN,NaN,NaN,NaN
2013,5,23,NaN,NaN,NaN,NaN
2013,5,24,NaN,NaN,NaN,NaN
2013,5,25,NaN,NaN,NaN,NaN
2013,5,26,NaN,NaN,NaN,NaN
2013,5,27,NaN,NaN,NaN,NaN
2013,5,28,NaN,NaN,NaN,NaN
2013,5,29,NaN,NaN,NaN,NaN
2013,5,30,NaN,NaN,NaN,NaN
2013,5,31,NaN,NaN,NaN,NaN
2013,6,1,NaN,NaN,NaN,NaN
2013,6,2,NaN,NaN,NaN,NaN
2013,6,3,NaN,NaN,NaN,NaN
2013,6,4,NaN,NaN,NaN,NaN
2013,6,5,NaN,NaN,NaN,NaN
2013,6,6,NaN,NaN,NaN,NaN
2013,6,7,NaN,NaN,NaN,NaN
2013,6,8,NaN,NaN,NaN,NaN
2013,6,9,NaN,NaN,NaN,NaN
2013,6,10,NaN,NaN,NaN,NaN
2013,6,11,NaN,NaN,NaN,NaN
2013,6,12,NaN,NaN,NaN,NaN
2013,6,13,NaN,NaN,NaN,NaN
2013,6,14,NaN,NaN,NaN,NaN
2013,6,15,NaN,NaN,NaN,NaN
2013,6,16,NaN,NaN,NaN,NaN
2013,6,17,NaN,NaN,NaN,NaN
2013,6,18,NaN,NaN,NaN,NaN
2013,6,19,NaN,NaN,NaN,NaN
2013,6,20,NaN,NaN,NaN,NaN
2013,6,21,NaN,NaN,NaN,NaN
2013,6,22,NaN,NaN,NaN,NaN
2013,6,23,NaN,NaN,NaN,NaN
2013,6,24,NaN,NaN,NaN,NaN
2013,6,25,NaN,NaN,NaN,NaN
2013,6,26,NaN,NaN,NaN,NaN
2013,6,27,NaN,NaN,NaN,NaN
2013,6,28,NaN,NaN,NaN,NaN
2013,6,29,NaN,NaN,NaN,NaN
2013,6,30,NaN,NaN,NaN,NaN
2013,7,1,NaN,NaN,NaN,NaN
2013,7,2,NaN,NaN,NaN,NaN
2013,7,3,NaN,NaN,NaN,NaN
2013,7,4,NaN,NaN,NaN,NaN
2013,7,5,NaN,NaN,NaN,NaN
2013,7,6,NaN,NaN,NaN,NaN
2013,7,7,NaN,NaN,NaN,NaN
2013,7,8,NaN,NaN,NaN,NaN
2013,7,9,NaN,NaN,NaN,NaN
2013,7,10,NaN,NaN,NaN,NaN
2013,7,11,NaN,NaN,NaN,NaN
2013,7,12,NaN,NaN,NaN,NaN
2013,7,13,NaN,NaN,NaN,NaN
2013,7,14,NaN,NaN,NaN,NaN
2013,7,15,NaN,NaN,NaN,NaN
2013,7,16,NaN,NaN,NaN,NaN
2013,7,17,NaN,NaN,NaN,NaN
2013,7,18,NaN,NaN,NaN,NaN
2013,7,19,NaN,NaN,NaN,NaN
2013,7,20,NaN,NaN,NaN,NaN
2013,7,21,NaN,NaN,NaN,NaN
2013,7,22,NaN,NaN,NaN,NaN
2013,7,23,NaN,NaN,NaN,NaN
2013,7,24,NaN,NaN,NaN,NaN
2013,7,25,NaN,NaN,NaN,NaN
2013,7,26,NaN,NaN,NaN,NaN
2013,7,27,NaN,NaN,NaN,NaN
2013,7,28,NaN,NaN,NaN,NaN
2013,7,29,NaN,NaN,NaN,NaN
2013,7,30,NaN,NaN,NaN,NaN
2013,7,31,NaN,NaN,NaN,NaN
2013,8,1,NaN,NaN,NaN,NaN
2013,8,2,NaN,NaN,NaN,NaN
2013,8,3,NaN,NaN,NaN,NaN
2013,8,4,NaN,NaN,NaN,NaN
2013,8,5,NaN,NaN,NaN,NaN
2013,8,6,NaN,NaN,NaN,NaN
2013,8,7,NaN,NaN,NaN,NaN
2013,8,8,NaN,NaN,NaN,NaN
2013,8,9,NaN,NaN,NaN,NaN
2013,8,10,NaN,NaN,NaN,NaN
2013,8,11,NaN,NaN,NaN,NaN
2013,8,12,NaN,NaN,NaN,NaN
2013,8,13,NaN,NaN,NaN,NaN
2013,8,14,NaN,NaN,NaN,NaN
2013,8,15,NaN,NaN,NaN,NaN
2013,8,16,NaN,NaN,NaN,NaN
2013,8,17,NaN,NaN,NaN,NaN
2013,8,18,NaN,NaN,NaN,NaN
2013,8,19,NaN,NaN,NaN,NaN
2013,8,20,NaN,NaN,NaN,NaN
2013,8,21,NaN,NaN,NaN,NaN
2013,8,22,NaN,NaN,NaN,NaN
2013,8,23,NaN,NaN,NaN,NaN
2013,8,24,NaN,NaN,NaN,NaN
2013,8,25,NaN,NaN,NaN,NaN
2013,8,26,NaN,NaN,NaN,NaN
2013,8,27,NaN,NaN,NaN,NaN
2013,8,28,NaN,NaN,NaN,NaN
2013,8,29,NaN,NaN,NaN,NaN
2013,8,30,NaN,NaN,NaN,NaN
2013,8,31,NaN,NaN,NaN,NaN
2013,9,1,NaN,NaN,NaN,NaN
2013,9,2,NaN,NaN,NaN,NaN
2013,9,3,NaN,NaN,NaN,NaN
2013,9,4,NaN,NaN,NaN,NaN
2013,9,5,NaN,NaN,NaN,NaN
2013,9,6,NaN,NaN,NaN,NaN
2013,9,7,NaN,NaN,NaN,NaN
2013,9,8,NaN,NaN,NaN,NaN
2013,9,9,NaN,NaN,NaN,NaN
2013,9,10,NaN,NaN,NaN,NaN
2013,9,11,NaN,NaN,NaN,NaN
2013,9,12,NaN,NaN,NaN,NaN
2013,9,13,NaN,NaN,NaN,NaN
2013,9,14,NaN,NaN,NaN,NaN
2013,9,15,NaN,NaN,NaN,NaN
2013,9,16,NaN,NaN,NaN,NaN
2013,9,17,NaN,NaN,NaN,NaN
2013,9,18,NaN,NaN,NaN,NaN
2013,9,19,NaN,NaN,NaN,NaN
2013,9,20,NaN,NaN,NaN,NaN
2013,9,21,NaN,NaN,NaN,NaN
2013,9,22,NaN,NaN,NaN,NaN
2013,9,23,NaN,NaN,NaN,NaN
2013,9,24,NaN,NaN,NaN,NaN
2013,9,25,NaN,NaN,NaN,NaN
2013,9,26,NaN,NaN,NaN,NaN
2013,9,27,NaN,NaN,NaN,NaN
2013,9,28,NaN,NaN,NaN,NaN
2013,9,29,NaN,NaN,NaN,NaN
2013,9,30,NaN,NaN,NaN,NaN
2013,10,1,NaN,NaN,NaN,NaN
2013,10,2,NaN,NaN,NaN,NaN
2013,10,3,NaN,NaN,NaN,NaN
2013,10,4,NaN,NaN,NaN,NaN
2013,10,5,NaN,NaN,NaN,NaN
2013,10,6,NaN,NaN,NaN,NaN
2013,10,7,NaN,NaN,NaN,NaN
2013,10,8,NaN,NaN,NaN,NaN
2013,10,9,NaN,NaN,NaN,NaN
2013,10,10,NaN,NaN,NaN,NaN
2013,10,11,NaN,NaN,NaN,NaN
2013,10,12,NaN,NaN,NaN,NaN
2013,10,13,NaN,NaN,NaN,NaN
2013,10,14,NaN,NaN,NaN,NaN
2013,10,15,NaN,NaN,NaN,NaN
2013,10,16,NaN,NaN,NaN,NaN
2013,10,17,NaN,NaN,NaN,NaN
2013,10,18,NaN,NaN,NaN,NaN
2013,10,19,NaN,NaN,NaN,NaN
2013,10,20,NaN,NaN,NaN,NaN
2013,10,21,NaN,NaN,NaN,NaN
2013,10,22,NaN,NaN,NaN,NaN
2013,10,23,NaN,NaN,NaN,NaN
2013,10,24,NaN,NaN,NaN,NaN
2013,10,25,NaN,NaN,NaN,NaN
2013,10,26,NaN,NaN,NaN,NaN
2013,10,27,NaN,NaN,NaN,NaN
2013,10,28,NaN,NaN,NaN,NaN
2013,10,29,NaN,NaN,NaN,NaN
2013,10,30,NaN,NaN,NaN,NaN
2013,10,31,NaN,NaN,NaN,NaN
2013,11,1,NaN,NaN,NaN,NaN
2013,11,2,NaN,NaN,NaN,NaN
2013,11,3,NaN,NaN,NaN,NaN
2013,11,4,NaN,NaN,NaN,NaN
2013,11,5,NaN,NaN,NaN,NaN
2013,11,6,NaN,NaN,NaN,NaN
2013,11,7,NaN,NaN,NaN,NaN
2013,11,8,NaN,NaN,NaN,NaN
2013,11,9,NaN,NaN,NaN,NaN
2013,11,10,NaN,NaN,NaN,NaN
2013,11,11,NaN,NaN,NaN,NaN
2013,11,12,NaN,NaN,NaN,NaN
2013,11,13,NaN,NaN,NaN,NaN
2013,11,14,NaN,NaN,NaN,NaN
2013,11,15,NaN,NaN,NaN,NaN
2013,11,16,NaN,NaN,NaN,NaN
2013,11,17,NaN,NaN,NaN,NaN
2013,11,18,NaN,NaN,NaN,NaN
2013,11,19,NaN,NaN,NaN,NaN
2013,11,20,NaN,NaN,NaN,NaN
2013,11,21,NaN,NaN,NaN,NaN
2013,11,22,NaN,NaN,NaN,NaN
2013,11,23,NaN,NaN,NaN,NaN
2013,11,24,NaN,NaN,NaN,NaN
2013,11,25,NaN,NaN,NaN,NaN
2013,11,26,NaN,NaN,NaN,NaN
2013,11,27,NaN,NaN,NaN,NaN
2013,11,28,NaN,NaN,NaN,NaN
2013,11,29,NaN,NaN,NaN,NaN
2013,11,30,NaN,NaN,NaN,NaN
2013,12,1,NaN,NaN,NaN,NaN
2013,12,2,NaN,NaN,NaN,NaN
2013,12,3,NaN,NaN,NaN,NaN
2013,12,4,NaN,NaN,NaN,NaN
2013,12,5,NaN,NaN,NaN,NaN
2013,12,6,NaN,NaN,NaN,NaN
2013,12,7,NaN,NaN,NaN,NaN
2013,12,8,NaN,NaN,NaN,NaN
2013,12,9,NaN,NaN,NaN,NaN
2013,12,10,NaN,NaN,NaN,NaN
2013,12,11,NaN,NaN,NaN,NaN
2013,12,12,NaN,NaN,NaN,NaN
2013,12,13,NaN,NaN,NaN,NaN
2013,12,14,NaN,NaN,NaN,NaN
2013,12,15,NaN,NaN,NaN,NaN
2013,12,16,NaN,NaN,NaN,NaN
2013,12,17,NaN,NaN,NaN,NaN
2013,12,18,NaN,NaN,NaN,NaN
2013,12,19,NaN,NaN,NaN,NaN
2013,12,20,NaN,NaN,NaN,NaN
2013,12,21,NaN,NaN,NaN,NaN
2013,12,22,NaN,NaN,NaN,NaN
2013,12,23,NaN,NaN,NaN,NaN
2013,12,24,NaN,NaN,NaN,NaN
2013,12,25,NaN,NaN,NaN,NaN
2013,12,26,NaN,NaN,NaN,NaN
2013,12,27,NaN,NaN,NaN,NaN
2013,12,28,NaN,NaN,NaN,NaN
2013,12,29,NaN,NaN,NaN,NaN
2013,12,30,NaN,NaN,NaN,NaN
2013,12,31,NaN,NaN,NaN,NaN
2013,1,1,NaN,NaN,NaN,NaN
2013,1,2,NaN,NaN,NaN,NaN
2013,1,3,-10.5,-20,-15.3,0
2013,1,4,NaN,NaN,NaN,NaN
2013,1,5,NaN,NaN,NaN,NaN
2013,1,6,NaN,NaN,NaN,NaN
2013,1,7,NaN,NaN,NaN,NaN
2013,1,8,-21,-23.3,-22.2,1.2
2013,1,9,-22.5,-26.5,-24.5,0
2013,1,10,-30.2,-35.9,-33.1,0
2013,1,11,NaN,NaN,NaN,NaN
2013,1,12,NaN,NaN,NaN,NaN
2013,1,13,NaN,NaN,NaN,NaN
2013,1,14,NaN,NaN,NaN,NaN
2013,1,15,-16.6,-20.2,-18.4,3
2013,1,16,-17.9,-20.6,-19.3,0.2
2013,1,17,-23.2,-30.6,-26.9,1
2013,1,18,NaN,NaN,NaN,NaN
2013,1,19,NaN,NaN,NaN,NaN
2013,1,20,NaN,NaN,NaN,NaN
2013,1,21,NaN,NaN,NaN,NaN
2013,1,22,-22.4,-30,-26.2,0
2013,1,23,-21.2,-31.6,-26.4,1
2013,1,24,-27.1,-28.5,-27.8,1.2
2013,1,25,NaN,NaN,NaN,NaN
2013,1,26,NaN,NaN,NaN,NaN
2013,1,27,NaN,NaN,NaN,NaN
2013,1,28,NaN,NaN,NaN,NaN
2013,1,29,NaN,NaN,NaN,0
2013,1,30,-30.1,-44.6,-37.4,0
2013,1,31,-23.1,-35.1,-29.1,0.8
2013,2,1,NaN,NaN,NaN,NaN
2013,2,2,NaN,NaN,NaN,NaN
2013,2,3,NaN,NaN,NaN,NaN
2013,2,4,NaN,NaN,NaN,NaN
2013,2,5,NaN,NaN,NaN,NaN
2013,2,6,NaN,NaN,NaN,NaN
2013,2,7,NaN,NaN,NaN,NaN
2013,2,8,NaN,NaN,NaN,NaN
2013,2,9,NaN,NaN,NaN,NaN
2013,2,10,NaN,NaN,NaN,NaN
2013,2,11,NaN,NaN,NaN,NaN
2013,2,12,NaN,NaN,NaN,NaN
2013,2,13,NaN,NaN,NaN,NaN
2013,2,14,NaN,NaN,NaN,NaN
2013,2,15,NaN,NaN,NaN,NaN
2013,2,16,NaN,NaN,NaN,NaN
2013,2,17,NaN,NaN,NaN,NaN
2013,2,18,NaN,NaN,NaN,NaN
2013,2,19,NaN,NaN,NaN,NaN
2013,2,20,NaN,NaN,NaN,NaN
2013,2,21,NaN,NaN,NaN,NaN
2013,2,22,NaN,NaN,NaN,NaN
2013,2,23,NaN,NaN,NaN,NaN
2013,2,24,NaN,NaN,NaN,NaN
2013,2,25,NaN,NaN,NaN,NaN
2013,2,26,NaN,NaN,NaN,NaN
2013,2,27,NaN,NaN,NaN,NaN
2013,2,28,NaN,NaN,NaN,NaN
2013,3,1,NaN,NaN,NaN,NaN
2013,3,2,NaN,NaN,NaN,NaN
2013,3,3,NaN,NaN,NaN,NaN
2013,3,4,NaN,NaN,NaN,NaN
2013,3,5,NaN,NaN,NaN,NaN
2013,3,6,NaN,NaN,NaN,NaN
2013,3,7,NaN,NaN,NaN,NaN
2013,3,8,NaN,NaN,NaN,NaN
2013,3,9,NaN,NaN,NaN,NaN
2013,3,10,NaN,NaN,NaN,NaN
2013,3,11,NaN,NaN,NaN,NaN
2013,3,12,NaN,NaN,NaN,NaN
2013,3,13,NaN,NaN,NaN,NaN
2013,3,14,NaN,NaN,NaN,NaN
2013,3,15,NaN,NaN,NaN,NaN
2013,3,16,NaN,NaN,NaN,NaN
2013,3,17,NaN,NaN,NaN,NaN
2013,3,18,NaN,NaN,NaN,NaN
2013,3,19,NaN,NaN,NaN,NaN
2013,3,20,NaN,NaN,NaN,NaN
2013,3,21,NaN,NaN,NaN,NaN
2013,3,22,NaN,NaN,NaN,NaN
2013,3,23,NaN,NaN,NaN,NaN
2013,3,24,NaN,NaN,NaN,NaN
2013,3,25,NaN,NaN,NaN,NaN
2013,3,26,NaN,NaN,NaN,NaN
2013,3,27,NaN,NaN,NaN,NaN
2013,3,28,NaN,NaN,NaN,NaN
2013,3,29,NaN,NaN,NaN,NaN
2013,3,30,NaN,NaN,NaN,NaN
2013,3,31,NaN,NaN,NaN,NaN
2013,4,1,NaN,NaN,NaN,NaN
2013,4,2,NaN,NaN,NaN,NaN
2013,4,3,NaN,NaN,NaN,NaN
2013,4,4,NaN,NaN,NaN,NaN
2013,4,5,NaN,NaN,NaN,NaN
2013,4,6,NaN,NaN,NaN,NaN
2013,4,7,NaN,NaN,NaN,NaN
2013,4,8,NaN,NaN,NaN,NaN
2013,4,9,NaN,NaN,NaN,NaN
2013,4,10,NaN,NaN,NaN,NaN
2013,4,11,NaN,NaN,NaN,NaN
2013,4,12,NaN,NaN,NaN,NaN
2013,4,13,NaN,NaN,NaN,NaN
2013,4,14,NaN,NaN,NaN,NaN
2013,4,15,NaN,NaN,NaN,NaN
2013,4,16,NaN,NaN,NaN,NaN
2013,4,17,NaN,NaN,NaN,NaN
2013,4,18,NaN,NaN,NaN,NaN
2013,4,19,NaN,NaN,NaN,NaN
2013,4,20,NaN,NaN,NaN,NaN
2013,4,21,NaN,NaN,NaN,NaN
2013,4,22,NaN,NaN,NaN,NaN
2013,4,23,NaN,NaN,NaN,NaN
2013,4,24,NaN,NaN,NaN,NaN
2013,4,25,NaN,NaN,NaN,NaN
2013,4,26,NaN,NaN,NaN,NaN
2013,4,27,NaN,NaN,NaN,NaN
2013,4,28,NaN,NaN,NaN,NaN
2013,4,29,NaN,NaN,NaN,NaN
2013,4,30,NaN,NaN,NaN,NaN
2013,5,1,NaN,NaN,NaN,NaN
2013,5,2,NaN,NaN,NaN,NaN
2013,5,3,NaN,NaN,NaN,NaN
2013,5,4,NaN,NaN,NaN,NaN
2013,5,5,NaN,NaN,NaN,NaN
2013,5,6,NaN,NaN,NaN,NaN
2013,5,7,NaN,NaN,NaN,NaN
2013,5,8,NaN,NaN,NaN,NaN
2013,5,9,NaN,NaN,NaN,NaN
2013,5,10,NaN,NaN,NaN,NaN
2013,5,11,NaN,NaN,NaN,NaN
2013,5,12,NaN,NaN,NaN,NaN
2013,5,13,NaN,NaN,NaN,NaN
2013,5,14,NaN,NaN,NaN,NaN
2013,5,15,NaN,NaN,NaN,NaN
2013,5,16,NaN,NaN,NaN,NaN
2013,5,17,NaN,NaN,NaN,NaN
2013,5,18,NaN,NaN,NaN,NaN
2013,5,19,NaN,NaN,NaN,NaN
2013,5,20,NaN,NaN,NaN,NaN
2013,5,21,NaN,NaN,NaN,NaN
2013,5,22,NaN,NaN,NaN,NaN
2013,5,23,NaN,NaN,NaN,NaN
2013,5,24,NaN,NaN,NaN,NaN
2013,5,25,NaN,NaN,NaN,NaN
2013,5,26,NaN,NaN,NaN,NaN
2013,5,27,NaN,NaN,NaN,NaN
2013,5,28,NaN,NaN,NaN,NaN
2013,5,29,NaN,NaN,NaN,NaN
2013,5,30,NaN,NaN,NaN,NaN
2013,5,31,NaN,NaN,NaN,NaN
2013,6,1,NaN,NaN,NaN,NaN
2013,6,2,NaN,NaN,NaN,NaN
2013,6,3,NaN,NaN,NaN,NaN
2013,6,4,NaN,NaN,NaN,NaN
2013,6,5,NaN,NaN,NaN,NaN
2013,6,6,NaN,NaN,NaN,NaN
2013,6,7,NaN,NaN,NaN,NaN
2013,6,8,NaN,NaN,NaN,NaN
2013,6,9,NaN,NaN,NaN,NaN
2013,6,10,NaN,NaN,NaN,NaN
2013,6,11,NaN,NaN,NaN,NaN
2013,6,12,NaN,NaN,NaN,NaN
2013,6,13,NaN,NaN,NaN,NaN
2013,6,14,NaN,NaN,NaN,NaN
